UserName,QuestionID,Title,UserRespnse,Title,ExamID,Title,ResourcePrimaryName
s971302125,32095,هيدروفوبيسيتي با قدرت يوني چه ارتباطي دارد ؟                                                                                                                           ,1000,رابطه مستقيم                ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32095,هيدروفوبيسيتي با قدرت يوني چه ارتباطي دارد ؟                                                                                                                           ,1000,رابطه مستقيم                ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32095,هيدروفوبيسيتي با قدرت يوني چه ارتباطي دارد ؟                                                                                                                           ,1000,رابطه مستقيم                ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32096,کدام جمله صحيح است؟                                                                                                                                                     ,1,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302122,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302123,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302125,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32096,کدام جمله صحيح است؟                                                                                                                                                     ,1,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32096,کدام جمله صحيح است؟                                                                                                                                                     ,100,در کروماتوگرافي مايع- مايع حل پذيري مولکولها در فاز ساکن  با سرعت حرکت فاز متحرک رابطه معکوس دارد.                                                                     ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,1000,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,1000,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,0,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302122,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302123,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302125,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,1000,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32098,به کمک کدام نوع کروماتوگرافي مي توان مولکولهاي بسيار کوچک شيميايي را از هم جدا کرد؟                                                                ,100,HPLC,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,0,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302122,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302123,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302125,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32099,در مرحله آخر کروماتوگرافي تعويض يوني براي جدا کردن مولکولهايي که بار مخالف با بار ستون کروماتوگرافي دارند، چه مي کنيم؟                                                                                                             ,100,pH بافر شوينده را تغيير مي دهيم                                                         ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,1000,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,1,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302122,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,1000,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302123,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302125,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,1000,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,1000,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32101,کدام نوع کروماتوگرافي از نوع جذب سطحي است؟                                                                                                                    ,10,جامد-گاز,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,0,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302122,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,1,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302123,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302125,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,10,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302127,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302129,32102,انتقال ارتعاشي توسط کدام موج الکترومغناطيسي رخ مي دهد؟                                                                                                              ,100,نور مادون قرمز                                    ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s961302126,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302102,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302107,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302108,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302113,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302114,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
s971302117,32103,مثال اجتماعي براي روش ته نشيني چيست؟                                                                                                                                  ,1000,داستان ابرهه                             ,3136,میان ترم بیوشیمی فیزیک 99,بیوشیمی فیزیک گروه (۱)
